Revenue_Data
Sweeps,-,2004,"less than
10","less than
$1M (USD)",Transportation & Logistics
Green Mountain Technology,-,-,11 to 50,$5M to $25M (USD),-
Nexben,-,-,"less than
10","less than
$1M (USD)",-
Inevent,-,2015,11 to 50,$1M to $5M (USD),-
AdvicePay,-,2016,11 to 50,"less than
$1M (USD)",-
Actuate Corporation,-,1993,"501 to 1,000",$100M to $500M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Dover,-,1955,"more than
10,000",$5B to $10B (USD),Agriculture
Alloy,-,1996,"501 to 1,000",$25M to $100M (USD),Construction & Facilities Services
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
A3 Freight Payment,-,-,11 to 50,"less than
$1M (USD)",-
Gordian,-,1992,201 to 500,$25M to $100M (USD),-
BLAIR,-,1910,"1001 to 5,000",$100M to $500M (USD),-
CareDash,Ted Chan,2014,11 to 50,$5M to $25M (USD),Information Technology
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
BuildPulse,-,2014,"less than
10","less than
$1M (USD)",-
Exenta,-,2008,51 to 200,$5M to $25M (USD),-
Shurpa,-,-,"less than
10","less than
$1M (USD)",-
Planswell,-,-,11 to 50,$1M to $5M (USD),-
Dvinci Energy,-,2016,11 to 50,$5M to $25M (USD),-
Mountain Health,-,-,51 to 200,$5M to $25M (USD),-
CRED,-,-,11 to 50,"less than
$1M (USD)",-
Checkfront,-,2010,11 to 50,$5M to $25M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Textron Aviation,-,1927,"5,001 to 10,000",$1B to $5B (USD),Aerospace & Defense
Flamingo,-,1997,11 to 50,$1M to $5M (USD),Restaurants & Food Service
LINUS,-,1989,"less than
10","less than
$1M (USD)",-
Dacast,-,2008,11 to 50,$1M to $5M (USD),-
Panopto,-,-,51 to 200,$5M to $25M (USD),Information Technology
Fortem,-,-,11 to 50,$1M to $5M (USD),Information Technology
Duke Energy,-,1917,"more than
10,000",$5B to $10B (USD),"Energy, Mining & Utilities"
Housecall Pro,-,2013,201 to 500,$25M to $100M (USD),Information Technology
Asigra,-,1986,51 to 200,$5M to $25M (USD),-
Cohesion,-,1999,51 to 200,$5M to $25M (USD),-
Popular Pays,-,2014,11 to 50,"less than
$1M (USD)",-
CLAIR,-,2004,"more than
10,000",$500M to $1B (USD),-
TRIBU,-,2011,"less than
10","less than
$1M (USD)",-
Caliber Collision,Mark Sanders,1997,"more than
10,000",$1B to $5B (USD),Automotive
roby,-,2002,11 to 50,$5M to $25M (USD),-
InsiderScore,-,2004,11 to 50,$1M to $5M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Mandolin,-,-,11 to 50,"less than
$1M (USD)",-
Inventory Source,-,-,"less than
10","less than
$1M (USD)",-
Jongerenuitzendbureau JAM,-,1991,11 to 50,$1M to $5M (USD),Human Resources & Staffing
REEF Technology,-,-,201 to 500,$25M to $100M (USD),Restaurants & Cafes
swell,-,2010,"less than
10","less than
$1M (USD)",-
SamCart,-,2014,"less than
10","less than
$1M (USD)",-
REPRISE,-,-,"less than
10","less than
$1M (USD)",-
Maestro,-,2007,11 to 50,$1M to $5M (USD),"Construction, Repair & Facilities Services"
Altana,-,-,"5,001 to 10,000",$1B to $5B (USD),-
Redivus Health,-,-,"less than
10","less than
$1M (USD)",Healthcare
PILLAR,-,2010,51 to 200,$25M to $100M (USD),Business Consulting
Walnut,-,-,"less than
10","less than
$1M (USD)",Manufacturing
Antenna,-,2006,11 to 50,$5M to $25M (USD),Human Resources & Staffing
Brandlive,-,-,"less than
10","less than
$1M (USD)",-
Manifest,-,-,201 to 500,$25M to $100M (USD),Education & Training Services
Viddler,-,2005,11 to 50,"less than
$1M (USD)",-
Sitehands,-,-,11 to 50,$1M to $5M (USD),-
Mosaic,-,2003,"5,001 to 10,000",$5B to $10B (USD),Software Development
SnapShot Interactive,-,2010,"less than
10","less than
$1M (USD)",-
ID Plans,-,-,11 to 50,$1M to $5M (USD),-
PowerPay,-,-,51 to 200,$5M to $25M (USD),-
Praetorian,-,2010,"less than
10","less than
$1M (USD)",-
Consensus,-,2013,"1001 to 5,000","less than
$1M (USD)",Healthcare
CORVA,-,-,51 to 200,$1M to $5M (USD),-
AZOVA,-,-,11 to 50,"less than
$1M (USD)",Healthcare
Devada,-,2005,11 to 50,$1M to $5M (USD),-
FlightAware,-,2005,11 to 50,"less than
$1M (USD)",-
Phobio,-,2010,11 to 50,$5M to $25M (USD),-
Chargeback,-,2011,"less than
10","less than
$1M (USD)",-
hrsoft,-,2010,11 to 50,$1M to $5M (USD),Information Technology
uKnow.com,-,-,"less than
10","less than
$1M (USD)",-
Unscrambl,-,-,"less than
10","less than
$1M (USD)",-
Vodori,-,2005,51 to 200,$5M to $25M (USD),Information Technology
Addaptive,-,2010,11 to 50,"less than
$1M (USD)",-
RxLive,Mark Engelen,-,"less than
10","less than
$1M (USD)",Healthcare
RockDove Solutions,-,-,11 to 50,$1M to $5M (USD),-
Skipta,-,-,11 to 50,"less than
$1M (USD)",-
Avanoo,Daniel Jacobs,2013,11 to 50,"less than
$1M (USD)",Information Technology
Blueswipe,-,2013,"less than
10","less than
$1M (USD)",-
Rockerbox,-,-,11 to 50,"less than
$1M (USD)",-
Stackify,-,-,11 to 50,$1M to $5M (USD),-
Zuppler,-,-,11 to 50,$1M to $5M (USD),Information Technology
Amino,-,-,51 to 200,$25M to $100M (USD),-
Native,-,2001,11 to 50,"less than
$1M (USD)",Information Technology
Reveal Mobile,-,-,"less than
10","less than
$1M (USD)",-
KISI,-,-,"less than
10","less than
$1M (USD)",-
Springboard Retail,-,2014,11 to 50,"less than
$1M (USD)",Information Technology
Deposco,-,-,11 to 50,$5M to $25M (USD),-
Cloudnexa,-,2012,11 to 50,$1M to $5M (USD),Information Technology
NextLOGiK,-,2013,11 to 50,"less than
$1M (USD)",-
EquityZen,Atish Davda,2013,51 to 200,$25M to $100M (USD),Financial Services
Terakeet,MacLaren Cummings,2001,201 to 500,$25M to $100M (USD),Information Technology
Relovate,-,-,"less than
10","less than
$1M (USD)",-
Cariloop,-,2012,"less than
10","less than
$1M (USD)",-
Zype,-,2014,11 to 50,$1M to $5M (USD),-
MedZed,-,-,"less than
10","less than
$1M (USD)",Healthcare
enVista,-,2002,51 to 200,$25M to $100M (USD),-
Qiigo,-,2006,11 to 50,$1M to $5M (USD),-
"WellRight, LLC",-,2014,"less than
10","less than
$1M (USD)",-
Glance Networks,-,2000,11 to 50,$1M to $5M (USD),-
Citia,-,2012,"less than
10","less than
$1M (USD)",Media & Communication
Crystal,-,-,11 to 50,$1M to $5M (USD),Information Technology
Virima Technologies,-,-,11 to 50,$5M to $25M (USD),-
Xsolis,-,2013,51 to 200,$5M to $25M (USD),Healthcare
CommercialTribe,-,-,11 to 50,$1M to $5M (USD),-
OpenMarkets,-,2011,11 to 50,"less than
$1M (USD)",-
Inbox Health,Blake Walker,2014,"less than
10","less than
$1M (USD)",Information Technology
LeadMaster,-,-,11 to 50,$5M to $25M (USD),-
Vartopia,-,-,"less than
10","less than
$1M (USD)",-
SaneBox,-,2007,"less than
10","less than
$1M (USD)",-
STRUCTURAL,Peter H. Emmons,1976,"1001 to 5,000",$500M to $1B (USD),Construction & Facilities Services
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Interactyx,-,-,11 to 50,$1M to $5M (USD),-
Tarmin,-,-,51 to 200,$5M to $25M (USD),-
Payability,-,2013,"less than
10","less than
$1M (USD)",-
SHOFLO,-,-,"less than
10","less than
$1M (USD)",-
Kitewheel,-,-,11 to 50,"less than
$1M (USD)",-
Radialogica,-,-,"less than
10","less than
$1M (USD)",-
DotCom Therapy®,Rachel Robinson,2015,51 to 200,"less than
$1M (USD)",Healthcare
Sagewell,-,-,"less than
10","less than
$1M (USD)",-
Infocyte,-,2014,"less than
10","less than
$1M (USD)",-
CareAcademy,-,-,"less than
10","less than
$1M (USD)",-
Alpha Theory,-,2006,11 to 50,$1M to $5M (USD),-
Rational Enterprise,-,2006,51 to 200,"less than
$1M (USD)",Legal Services
Aerial Applications,-,2015,"less than
10","less than
$1M (USD)",-
Credly,-,2012,11 to 50,"less than
$1M (USD)",-
Promoboxx,-,2010,"less than
10","less than
$1M (USD)",-
Ordoro,Jagath Narayan,-,11 to 50,$1M to $5M (USD),Information Technology
SRG Technology,-,-,"less than
10","less than
$1M (USD)",-
InfoReady,Martin Mercer,-,"501 to 1,000",$100M to $500M (USD),Information Technology
Bonfyre App,-,2012,"less than
10","less than
$1M (USD)",-
Calendly,Tope Awotona,2013,51 to 200,"less than
$1M (USD)",Information Technology
FactoryFix,-,2016,"less than
10","less than
$1M (USD)",Human Resources & Staffing
Centage Corporation,-,2001,51 to 200,$5M to $25M (USD),Information Technology
Allbound,-,2015,"less than
10","less than
$1M (USD)",-
TrackOFF,-,2015,11 to 50,$1M to $5M (USD),-
ClearView Social,-,2013,"less than
10","less than
$1M (USD)",-
Homepolish,-,2012,11 to 50,$1M to $5M (USD),-
HealthReveal,-,-,"less than
10","less than
$1M (USD)",-
RELODE,-,2014,"less than
10","less than
$1M (USD)",Health Care Products Manufacturing
CloudGenera,-,-,11 to 50,$1M to $5M (USD),-
FarmLead,-,2012,"less than
10","less than
$1M (USD)",-
Surefire Local,-,2009,11 to 50,"less than
$1M (USD)",Information Technology
Ivy Exec,-,2007,11 to 50,"less than
$1M (USD)",Consulting and Business Services
Virtual DBS,-,-,11 to 50,$1M to $5M (USD),Information Technology
Trinisys,-,2004,"less than
10","less than
$1M (USD)",Information Technology
Curate,-,2013,11 to 50,$1M to $5M (USD),-
"Create, Inc.",-,-,51 to 200,$5M to $25M (USD),Nonprofit & NGO
Culinary Agents,-,-,11 to 50,$5M to $25M (USD),Food and Beverages
TraknProtect,-,-,"less than
10","less than
$1M (USD)",-
Deep Value,-,-,11 to 50,$1M to $5M (USD),-
Rippleshot,-,2013,"less than
10","less than
$1M (USD)",-
CareXtend,-,-,11 to 50,$1M to $5M (USD),-
Common Census,-,-,11 to 50,$1M to $5M (USD),-
Crowdskout,-,2014,"less than
10","less than
$1M (USD)",Information Technology
Equipnet,-,-,51 to 200,$25M to $100M (USD),-
Taxfyle,"Richard Lavina, CEO",2014,11 to 50,$5M to $25M (USD),Information Technology
Saylent Technologies,-,2006,11 to 50,$1M to $5M (USD),-
Syncano,-,-,11 to 50,"less than
$1M (USD)",-
Healthmonix,-,-,11 to 50,$5M to $25M (USD),Information Technology
Archemedx,-,2013,"less than
10","less than
$1M (USD)",-
Street Solutions,-,-,11 to 50,$1M to $5M (USD),-
beamSmart,-,-,11 to 50,"less than
$1M (USD)",-
Fathom,-,1997,51 to 200,$25M to $100M (USD),-
Sungage Financial,-,2011,"less than
10",$1M to $5M (USD),Financial Services
Noteworth,-,2015,11 to 50,"less than
$1M (USD)",-
Sighthound,-,2012,11 to 50,"less than
$1M (USD)",-
TAO Connect,-,2014,"less than
10","less than
$1M (USD)",-
T-rex Group,-,-,"less than
10","less than
$1M (USD)",-
Veratad Technologies,-,-,"less than
10",$1M to $5M (USD),-
Thrive,-,-,"1001 to 5,000",$1M to $5M (USD),Healthcare
Purchased,-,-,11 to 50,$1M to $5M (USD),-
Onovative,-,-,"less than
10","less than
$1M (USD)",-
ML Healthcare,-,-,"less than
10","less than
$1M (USD)",-
Expertfile,-,-,"less than
10","less than
$1M (USD)",-
HomeASAP,-,-,51 to 200,$5M to $25M (USD),Information Technology
InterNex Capital,-,-,"less than
10","less than
$1M (USD)",-
Informed.co,-,2007,11 to 50,$1M to $5M (USD),-
Square One Insurance,-,2011,"less than
10",$1M to $5M (USD),-
Accrisoft,-,-,"less than
10","less than
$1M (USD)",-
SiteZeus,-,2014,11 to 50,$25M to $100M (USD),Information Technology
AppVault,-,2002,11 to 50,$1M to $5M (USD),-
Forward Financing,Justin Bakes,2012,51 to 200,$25M to $100M (USD),Financial Services
EQUIX,-,-,51 to 200,$5M to $25M (USD),-
Harbor Behavioral Health,-,-,"501 to 1,000",$25M to $100M (USD),Healthcare
YOOZ,-,2014,"less than
10","less than
$1M (USD)",-
Smokeball,-,2013,"less than
10","less than
$1M (USD)",-
GaggleAMP,-,2010,11 to 50,$1M to $5M (USD),-
Accent Technologies,-,-,11 to 50,$5M to $25M (USD),-
wellthie,-,2013,"less than
10",$5M to $25M (USD),-
Cangrade,-,-,"less than
10","less than
$1M (USD)",-
DivvyHQ,-,-,11 to 50,$1M to $5M (USD),Information Technology
BOLT ON TECHNOLOGY,-,-,11 to 50,$1M to $5M (USD),Software Development
txtmeQuick,-,-,51 to 200,$1M to $5M (USD),-
Cybrary,-,2015,11 to 50,"less than
$1M (USD)",Information Technology
atmosphere,-,-,51 to 200,$1M to $5M (USD),-
Identified Technologies,-,2013,"less than
10","less than
$1M (USD)",-
Hulafrog,-,-,"less than
10","less than
$1M (USD)",-
Omnilife,Amaury Vergara Zatarain,-,51 to 200,$25M to $100M (USD),Retail & Wholesale
MedAware Solutions,-,2014,"less than
10","less than
$1M (USD)",-
ActivEngage,-,2007,51 to 200,$5M to $25M (USD),-
3-GIS,-,-,11 to 50,$1M to $5M (USD),-
iSentium,-,-,11 to 50,$1M to $5M (USD),-
LogicStream Health,Patrick Yoder,2013,11 to 50,"less than
$1M (USD)",Healthcare
FutureFuel,-,2005,201 to 500,$100M to $500M (USD),-
Benefix,-,-,"less than
10","less than
$1M (USD)",-
HealthyWage,-,2009,"less than
10","less than
$1M (USD)",Healthcare
Ryvit,-,-,11 to 50,"less than
$1M (USD)",-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
VaporStream,-,2008,"less than
10",$1M to $5M (USD),-
HireKeep,Paul Murskov,2014,11 to 50,$1M to $5M (USD),Information Technology
enosiX,-,-,11 to 50,"less than
$1M (USD)",-
Shareablee,-,2012,11 to 50,$1M to $5M (USD),-
SureDone,-,-,"less than
10","less than
$1M (USD)",-
Refundo,-,-,11 to 50,$1M to $5M (USD),-
Amify,-,-,11 to 50,$25M to $100M (USD),Information Technology
AdWerx,Jed Carlson,2013,51 to 200,$5M to $25M (USD),Media & Communication
SPARKFLY,-,-,11 to 50,$1M to $5M (USD),-
ProviderTrust,-,2010,11 to 50,$5M to $25M (USD),Healthcare
Zentap,Eyal Cohen,-,11 to 50,$1M to $5M (USD),Information Technology
sportsdigita,-,2010,11 to 50,$1M to $5M (USD),-
ChartWise Medical Systems,-,-,11 to 50,$1M to $5M (USD),-
Targetprocess,-,2004,"less than
10",$1M to $5M (USD),-
Medalogix,-,-,"less than
10",$1M to $5M (USD),-
Nervve,-,2012,11 to 50,$1M to $5M (USD),Information Technology
Privy,Ben Jabbawy,2011,11 to 50,"less than
$1M (USD)",Information Technology
Risk Based Security,-,-,11 to 50,"less than
$1M (USD)",-
iLumen,-,-,11 to 50,$1M to $5M (USD),-
Hatch,John Bianchini,1955,"more than
10,000",$1B to $5B (USD),Software Development
PeriGen,-,-,11 to 50,$1M to $5M (USD),-
ai media group,-,-,11 to 50,$5M to $25M (USD),-
WebOps,-,2005,11 to 50,$1M to $5M (USD),-
Okanjo,-,-,"less than
10","less than
$1M (USD)",-
IncentFit,Gabe Priyev,2013,11 to 50,$1M to $5M (USD),Healthcare
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Snowbound Software,-,1996,51 to 200,$5M to $25M (USD),-
Siepe,-,-,"less than
10","less than
$1M (USD)",-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
iVEDiX,-,-,11 to 50,$1M to $5M (USD),-
Chaikin Analytics,-,-,11 to 50,$1M to $5M (USD),-
Densify,-,1999,51 to 200,$5M to $25M (USD),-
oneQube,-,-,"less than
10","less than
$1M (USD)",-
OUTLAW,-,1997,"1001 to 5,000",$25M to $100M (USD),-
Vijilan Security,-,2014,11 to 50,$1M to $5M (USD),-
Quaero,-,1999,51 to 200,$5M to $25M (USD),-
CrossBorder Solutions,-,-,51 to 200,$5M to $25M (USD),Information Technology
Inova Software,-,2010,11 to 50,$1M to $5M (USD),-
Quikly,-,2012,"less than
10","less than
$1M (USD)",-
ClairVista,-,-,11 to 50,$1M to $5M (USD),-
Medicom,-,1988,51 to 200,$1M to $5M (USD),-
REPLY,-,1996,"5,001 to 10,000",$1B to $5B (USD),Information Technology
SpiderOak,-,-,"less than
10","less than
$1M (USD)",-
Mouth Foods,-,2012,"less than
10","less than
$1M (USD)",-
SaaSOptics,-,2009,11 to 50,$1M to $5M (USD),-
Health Media Network,-,2007,11 to 50,$1M to $5M (USD),-
Square 9 Softworks,-,2006,11 to 50,$5M to $25M (USD),Information Technology
Upper Hand,-,2012,11 to 50,"less than
$1M (USD)",-
OpenClinica,-,2006,11 to 50,$1M to $5M (USD),-
MentorcliQ,-,2012,"less than
10","less than
$1M (USD)",-
LEVEL,Adrian Provost,-,11 to 50,$1B to $5B (USD),Real Estate
Priori Legal,-,2012,"less than
10","less than
$1M (USD)",-
Decision Lens,-,2002,51 to 200,$25M to $100M (USD),-
Fooji,-,2015,51 to 200,"less than
$1M (USD)",-
YouTurn,-,-,"less than
10","less than
$1M (USD)",-
CloserIQ,Jordan Wan,2014,11 to 50,$1M to $5M (USD),Human Resources & Staffing
Bayshore Networks,-,-,11 to 50,$1M to $5M (USD),-
Audicus,-,2012,"less than
10","less than
$1M (USD)",-
Clearsurance,-,2016,"less than
10","less than
$1M (USD)",Insurance
FanThreeSixty,-,2011,11 to 50,$1M to $5M (USD),-
Unbound Medicine,-,-,11 to 50,$1M to $5M (USD),-
CardFlight,-,2013,11 to 50,"less than
$1M (USD)",Information Technology
Link Labs,-,-,11 to 50,"less than
$1M (USD)",Telecommunications
Section,-,2012,"less than
10","less than
$1M (USD)",-
Blue Triangle Technologies,-,2011,"less than
10","less than
$1M (USD)",-
Senscio Systems,-,-,"less than
10",$1M to $5M (USD),-
Heart Imaging Technologies,-,-,"less than
10","less than
$1M (USD)",-
Fortress,-,1998,11 to 50,"more than
$10B (USD)",Nonprofit & NGO
Calldrip,-,2005,11 to 50,"less than
$1M (USD)",-
Squaremouth,-,2003,11 to 50,$1M to $5M (USD),Insurance
Qwasi,-,-,"less than
10","less than
$1M (USD)",-
Singlewire Software,-,2009,51 to 200,$5M to $25M (USD),-
VaxCare,-,-,11 to 50,$5M to $25M (USD),-
AKOS,-,1969,51 to 200,$5M to $25M (USD),Consulting and Business Services
ClearBlade,-,2007,11 to 50,$1M to $5M (USD),-
Gameface Media,-,-,"less than
10","less than
$1M (USD)",-
eXalt Solutions,-,-,"less than
10","less than
$1M (USD)",-
RoboMQ,-,2012,11 to 50,$1M to $5M (USD),-
Wastebits,-,2012,"less than
10","less than
$1M (USD)",Information Technology
Wodify,-,2012,51 to 200,$1M to $5M (USD),-
PowerToFly,-,2014,11 to 50,$1M to $5M (USD),-
Via Transportation,-,2012,51 to 200,"less than
$1M (USD)",Transportation & Logistics
Stuzo,-,-,11 to 50,"less than
$1M (USD)",-
GenomOncology,-,-,"less than
10","less than
$1M (USD)",-
Vector Networks,-,-,11 to 50,$1M to $5M (USD),-
Infegy,-,2006,"less than
10","less than
$1M (USD)",-
POLARITY,-,-,11 to 50,$5M to $25M (USD),-
SmartProcure,-,-,"less than
10",$1M to $5M (USD),-
Bizly,-,2015,"less than
10","less than
$1M (USD)",-
eGifter,-,2012,"less than
10","less than
$1M (USD)",-
Talis Clinical,GARY COLISTER,2013,11 to 50,$1M to $5M (USD),Internet & Web Services
GlassView,-,2015,11 to 50,"less than
$1M (USD)",Media & Communication
"Storage Engine, Inc.",-,-,11 to 50,$5M to $25M (USD),-
ClaimVantage,-,2006,11 to 50,$1M to $5M (USD),-
Identity Automation,-,2004,11 to 50,$1M to $5M (USD),-
Realvolve,-,2014,11 to 50,$1M to $5M (USD),-
Jump Ramp Games,-,-,11 to 50,"less than
$1M (USD)",-
CountWise,-,-,11 to 50,$1M to $5M (USD),-
Lucena Research,-,-,"less than
10","less than
$1M (USD)",-
Odd Networks,-,-,"less than
10","less than
$1M (USD)",-
Echoworx,-,-,11 to 50,$1M to $5M (USD),-
Cooleaf,-,-,"less than
10","less than
$1M (USD)",-
Bookkeeping Express,-,1984,51 to 200,"less than
$1M (USD)",Financial Services
Plum Group,-,2000,11 to 50,$1M to $5M (USD),-
INPENSA,-,-,11 to 50,$1M to $5M (USD),-
CallTrackingMetrics,Todd Fisher,2010,51 to 200,$5M to $25M (USD),Telecommunications
WellTrackOne,-,-,"less than
10","less than
$1M (USD)",-
Photofy,-,-,"less than
10","less than
$1M (USD)",-
nuvola,-,-,"less than
10","less than
$1M (USD)",-
Prevail Health,-,-,"less than
10","less than
$1M (USD)",-
Axletree Solutions,-,-,"less than
10",$1M to $5M (USD),-
Tenna,-,-,"less than
10","less than
$1M (USD)",-
dMetrics,-,-,"less than
10","less than
$1M (USD)",-
New Constructs,-,2002,"less than
10","less than
$1M (USD)",-
Iris Telehealth,-,2013,51 to 200,$5M to $25M (USD),Healthcare
Juice Analytics,-,2005,"less than
10","less than
$1M (USD)",-
Neocova,Sultan Meghji,-,11 to 50,"less than
$1M (USD)",Financial Services
EZanga,-,-,11 to 50,$5M to $25M (USD),-
Capture Higher Ed,-,-,11 to 50,$1M to $5M (USD),-
PayPerks,-,-,11 to 50,"less than
$1M (USD)",-
GeoSpark Analytics,-,-,11 to 50,"less than
$1M (USD)",-
VirtualApt,-,-,"less than
10","less than
$1M (USD)",Information Technology
Agnik,-,-,11 to 50,"less than
$1M (USD)",-
Lavu,-,1976,"501 to 1,000",$5M to $25M (USD),-
Knowledge to Practice,-,-,"less than
10","less than
$1M (USD)",Healthcare
Swoop,-,-,"less than
10","less than
$1M (USD)",-
Promoter.io,-,-,"less than
10","less than
$1M (USD)",-
PracticeAdmin,-,2000,"less than
10",$1M to $5M (USD),-
CompetiScan,-,2006,"less than
10",$1M to $5M (USD),-
MSIGHTS,-,2004,11 to 50,$1M to $5M (USD),-
Cleeng,-,2011,11 to 50,$5B to $10B (USD),-
Next Caller,-,2012,11 to 50,$1M to $5M (USD),-
Hibersense,-,2015,"less than
10","less than
$1M (USD)",-
Repsly,-,2010,11 to 50,$1M to $5M (USD),-
Clinical Architecture,-,2007,11 to 50,$1M to $5M (USD),-
LBi Software,Richard Teed,1982,51 to 200,$5M to $25M (USD),Information Technology
HowGood,-,-,"less than
10","less than
$1M (USD)",Agriculture
opendorse,-,2012,11 to 50,"less than
$1M (USD)",-
EyeNetra,-,2012,11 to 50,$1M to $5M (USD),-
Proficient Health,-,-,11 to 50,$1M to $5M (USD),-
IntelliCentrics,-,2007,51 to 200,$25M to $100M (USD),Healthcare
Neota Logic,-,2010,11 to 50,"less than
$1M (USD)",-
Contract Logix,-,2006,11 to 50,$1M to $5M (USD),-
GreenLancer,-,2011,"less than
10","less than
$1M (USD)",-
Consensus Point,-,-,11 to 50,"less than
$1M (USD)",-
Evolven Software,-,-,11 to 50,$1M to $5M (USD),-
AccuReg Software,-,2005,51 to 200,$5M to $25M (USD),Healthcare
ConvertKit,-,2013,"less than
10","less than
$1M (USD)",-
AdMobilize,-,-,"less than
10","less than
$1M (USD)",-
iQuantifi,-,-,11 to 50,"less than
$1M (USD)",-
OS33,-,2003,"less than
10",$1M to $5M (USD),-
OrangeHRM,-,-,11 to 50,$5M to $25M (USD),Information Technology
Cloud 9,-,-,"less than
10",$1M to $5M (USD),Transportation & Logistics
Telestax,-,-,51 to 200,$5M to $25M (USD),-
Welligent,-,2001,11 to 50,$5M to $25M (USD),-
Banyan Technology,-,-,11 to 50,$1M to $5M (USD),-
Picwell,-,2014,"less than
10","less than
$1M (USD)",-
iDashboards,-,2003,51 to 200,$5M to $25M (USD),Software Development
FEEX,-,-,"less than
10","less than
$1M (USD)",-
Etiometry,-,-,11 to 50,$1M to $5M (USD),-
Shareaholic,-,2009,"less than
10","less than
$1M (USD)",-
Inmoji,-,2014,11 to 50,"less than
$1M (USD)",-
PhotoShelter,-,2005,11 to 50,$1M to $5M (USD),-
Qrvey,-,-,"less than
10","less than
$1M (USD)",-
Admiral,-,1978,"5,001 to 10,000",$100M to $500M (USD),Financial Services
Wellthy,-,-,"less than
10","less than
$1M (USD)",-
Semcasting,-,2009,11 to 50,$1M to $5M (USD),-
Aladtec Inc.,-,2005,11 to 50,$1M to $5M (USD),Information Technology
GDS Link LLC,-,-,11 to 50,$1M to $5M (USD),-
BuySellAds,-,2008,11 to 50,$1M to $5M (USD),-
Crafter Software,-,-,"less than
10","less than
$1M (USD)",Information Technology
Staq,-,-,11 to 50,"less than
$1M (USD)",-
Monscierge,-,2009,11 to 50,$5M to $25M (USD),-
Flip,-,-,"less than
10","less than
$1M (USD)",Restaurants & Food Service
Avertra,-,2007,11 to 50,$1M to $5M (USD),-
Cordata Healthcare Innovations,-,-,11 to 50,$1M to $5M (USD),-
Catalogic Software,-,1968,51 to 200,$5M to $25M (USD),-
